Transaction Date,Customer ID,Description,Stock Code,Invoice No,Quantity,Sales,Unit Price
6/10/2021 12:19,15527,Earth Rated Dog Poop Bags,85099B,556416,1,12.48,12.48
6/10/2021 12:19,15527,Pet Hair Remover,23203,556416,1,12.48,12.48
6/10/2021 12:19,15527,Rechargeable Pet Nail Grinder,22960,556416,1,25.5,25.5
6/10/2021 12:19,15527,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,556416,2,153,76.5
6/10/2021 12:19,15527,Templation Soft Cat Treats,23084,556416,1,12.48,12.48
6/10/2021 12:24,14543,UltraSound Dog Barking Deterrent,22720,556417,1,29.7,29.7
6/10/2021 12:30,15411,Purina Pro Plan Adult Sensitive Skin,23284,556419,1,47.7,47.7
6/10/2021 12:51,14178,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,556425,1,29.7,29.7
6/10/2021 13:18,16729,Dog and Puppy Pads,85123A,556426,1,17.7,17.7
6/10/2021 13:18,16729,Pet Grooming Brush,20725,556426,2,19.8,9.9
6/10/2021 13:18,16729,Pet Odor Eliminator,84879,556426,2,20.28,10.14
6/10/2021 13:18,16729,ProBiotic Supplements for Dogs,79321,556426,1,34.5,34.5
6/10/2021 13:23,,Earth Rated Dog Poop Bags,85099B,556427,1,24.78,24.78
6/10/2021 13:23,,Earth Rated Dog Poop Bags,85099B,556428,1,24.78,24.78
6/10/2021 13:23,,Earth Rated Dog Poop Bags,85099B,556429,1,24.78,24.78
6/10/2021 13:23,,Indoor Pet Camera,22502,556428,1,64.74,64.74
6/10/2021 13:23,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,556427,1,24.78,24.78
6/10/2021 13:23,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,556428,1,24.78,24.78
6/10/2021 13:23,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,556429,1,24.78,24.78
6/10/2021 13:59,16184,Pet Odor Eliminator,84879,556432,4,40.56,10.14
6/10/2021 14:01,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,556433,6,388.44,64.74
6/10/2021 14:01,,Pet Grooming Brush,20725,556433,3,89.28,29.76
6/10/2021 14:01,,ProBiotic Supplements for Dogs,79321,556433,1,74.76,74.76
6/10/2021 14:01,,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,556433,2,129.48,64.74
6/10/2021 14:01,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,556433,1,149.76,149.76
6/10/2021 14:06,14895,Rechargeable Pet Nail Grinder,22960,556434,1,25.5,25.5
6/10/2021 14:06,14895,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,556434,1,76.5,76.5
6/10/2021 14:06,14895,UltraSound Dog Barking Deterrent,22720,556434,1,29.7,29.7
6/10/2021 14:31,14077,Templation Soft Cat Treats,23084,556437,2,24.96,12.48
6/10/2021 15:07,14415,Canned Cat Food,21137,556441,1,22.5,22.5
6/10/2021 15:07,14415,Pet Hair Remover,23203,556441,1,12.48,12.48
6/10/2021 15:22,15098,Indoor Pet Camera,22502,556442,10,297,29.7
6/10/2021 15:28,15098,Indoor Pet Camera,22502,556444,10,38970,3897
6/10/2021 15:33,15098,Indoor Pet Camera,22502,556446,1,3897,3897
6/10/2021 15:37,15632,UltraSound Dog Barking Deterrent,22720,556447,2,59.4,29.7
6/10/2021 15:39,15098,Indoor Pet Camera,22502,,-10,-297,29.7
6/10/2021 16:46,15856,Dog and Puppy Pads,85123A,556455,6,91.8,15.3
6/10/2021 16:46,15856,NexGard Chew for Dogs,82484,556455,2,81,40.5
6/10/2021 16:46,15856,ProBiotic Supplements for Dogs,79321,556455,4,118.8,29.7
6/10/2021 16:46,15856,Sheba Perfect Portions Pat Wet Cat Food,22197,556455,17,73.44,4.32
6/10/2021 17:25,,Dog and Puppy Pads,85123A,556459,1,34.74,34.74
6/10/2021 17:25,,Indoor Pet Camera,22502,556459,1,64.74,64.74
6/10/2021 17:25,,Pet Hair Remover,23203,556459,1,24.78,24.78
6/10/2021 17:25,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,556459,1,76.5,76.5
6/12/2021 9:56,14276,Pet Hair Remover,23203,556460,2,23.4,11.7
6/12/2021 10:15,13798,Earth Rated Dog Poop Bags,85099B,556461,17,182.58,10.74
6/12/2021 10:46,14450,ProBiotic Supplements for Dogs,79321,556462,1,34.5,34.5
6/12/2021 10:46,14450,UltraSound Dog Barking Deterrent,22720,556462,1,29.7,29.7
6/12/2021 10:47,12583,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,556463,2,59.4,29.7
6/12/2021 10:47,12583,Sheba Perfect Portions Pat Wet Cat Food,22197,556463,6,30.6,5.1
6/12/2021 11:07,15465,Purina Pro Plan Adult Sensitive Skin,23284,556466,2,81,40.5
6/12/2021 11:07,15465,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,556466,1,76.5,76.5
6/12/2021 11:26,14878,Purina Pro Plan Adult Sensitive Skin,23284,556468,1,47.7,47.7
6/12/2021 11:37,12516,Earth Rated Dog Poop Bags,85099B,556469,7,87.36,12.48
6/12/2021 11:37,12516,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,556469,9,112.32,12.48
6/12/2021 11:41,15291,Pet Odor Eliminator,84879,556470,2,20.28,10.14
6/12/2021 11:47,16466,Dog and Puppy Pads,85123A,556471,1,17.7,17.7
6/12/2021 11:47,16466,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,556471,1,29.7,29.7
6/12/2021 11:48,16633,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,556472,1,29.7,29.7
6/12/2021 12:00,17265,Dog and Puppy Pads,85123A,556473,1,17.7,17.7
6/12/2021 12:00,17265,Pet Hair Remover,23203,556473,1,12.48,12.48
6/12/2021 12:00,17265,Purina Pro Plan Adult Sensitive Skin,23284,556473,1,47.7,47.7
6/12/2021 12:01,16007,Earth Rated Dog Poop Bags,85099B,556474,1,12.48,12.48
6/12/2021 12:01,16007,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,556474,1,29.7,29.7
6/12/2021 12:01,16007,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,556474,1,12.48,12.48
6/12/2021 12:01,16007,NexGard Chew for Dogs,82484,556474,1,47.7,47.7
6/12/2021 12:01,16007,Pet Hair Remover,23203,556474,1,12.48,12.48
6/12/2021 12:01,16007,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,556474,1,29.7,29.7
6/12/2021 12:01,16007,Sheba Perfect Portions Pat Wet Cat Food,22197,556474,1,5.1,5.1
6/12/2021 12:03,18109,Dog and Puppy Pads,85123A,556475,1,17.7,17.7
6/12/2021 12:03,18109,Sheba Perfect Portions Pat Wet Cat Food,22197,556475,1,5.1,5.1
6/12/2021 12:03,18109,UltraSound Dog Barking Deterrent,22720,556475,1,29.7,29.7
6/12/2021 12:08,17175,NexGard Chew for Dogs,82484,556476,1,47.7,47.7
6/12/2021 12:20,12841,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,556477,1,29.7,29.7
6/12/2021 12:20,12841,ProBiotic Supplements for Dogs,79321,556477,1,34.5,34.5
6/12/2021 12:20,12841,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,556477,1,29.7,29.7
6/12/2021 12:20,12841,Rechargeable Pet Nail Grinder,22960,556477,1,25.5,25.5
6/12/2021 13:00,16115,UltraSound Dog Barking Deterrent,22720,556481,1,29.7,29.7
6/12/2021 13:04,17242,Pet Grooming Brush,20725,556482,4,39.6,9.9
6/12/2021 13:17,16938,Dog and Puppy Pads,85123A,556484,2,35.4,17.7
6/12/2021 13:17,16938,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,556484,1,29.7,29.7
6/12/2021 13:17,16938,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,556484,1,29.7,29.7
6/12/2021 13:17,16938,Rechargeable Pet Nail Grinder,22960,556484,1,25.5,25.5
6/12/2021 13:17,16938,Templation Soft Cat Treats,23084,556484,1,12.48,12.48
6/12/2021 13:17,16938,UltraSound Dog Barking Deterrent,22720,556484,1,29.7,29.7
6/12/2021 13:21,17211,Purina Pro Plan Adult Sensitive Skin,23284,556485,1,47.7,47.7
6/12/2021 13:51,17289,Dog and Puppy Pads,85123A,556487,1,17.7,17.7
6/12/2021 13:51,17289,Earth Rated Dog Poop Bags,85099B,556487,1,12.48,12.48
6/12/2021 13:51,17289,Pet Hair Remover,23203,556487,1,12.48,12.48
6/12/2021 13:52,16018,Sheba Perfect Portions Pat Wet Cat Food,22197,556488,1,5.1,5.1
6/12/2021 14:15,16794,Pet Grooming Brush,20725,556491,1,9.9,9.9
6/12/2021 14:48,15939,Sheba Perfect Portions Pat Wet Cat Food,22197,556492,2,10.2,5.1
6/12/2021 14:57,17802,Earth Rated Dog Poop Bags,85099B,556494,1,12.48,12.48
6/12/2021 14:57,17802,Pet Hair Remover,23203,556494,1,12.48,12.48
6/12/2021 15:14,18069,Dog and Puppy Pads,85123A,556495,1,17.7,17.7
6/12/2021 15:14,18069,Earth Rated Dog Poop Bags,85099B,556495,1,12.48,12.48
6/12/2021 15:14,18069,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,556495,1,29.7,29.7
6/12/2021 15:14,18069,ProBiotic Supplements for Dogs,79321,556495,1,34.5,34.5
6/12/2021 15:31,15271,UltraSound Dog Barking Deterrent,22720,556497,1,29.7,29.7
6/13/2021 8:40,16700,Pet Hair Remover,23203,556501,4,49.92,12.48
6/13/2021 8:40,16700,UltraSound Dog Barking Deterrent,22720,556501,1,29.7,29.7
6/13/2021 8:43,13761,Pet Hair Remover,23203,556502,2,23.4,11.7
6/13/2021 8:43,13761,Rechargeable Pet Nail Grinder,22960,556502,1,25.5,25.5
6/13/2021 8:43,13761,UltraSound Dog Barking Deterrent,22720,556502,1,29.7,29.7
6/13/2021 8:44,13517,Canned Cat Food,21137,556503,1,22.5,22.5
6/13/2021 8:44,13517,Dog and Puppy Pads,85123A,556503,2,35.4,17.7
6/13/2021 8:44,13517,Purina Pro Plan Adult Sensitive Skin,23284,556503,1,47.7,47.7
6/13/2021 8:44,13517,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,556503,1,76.5,76.5
6/13/2021 9:55,12567,Earth Rated Dog Poop Bags,85099B,556507,2,24.96,12.48
6/13/2021 9:55,12567,Pet Odor Eliminator,84879,556507,3,30.42,10.14
6/13/2021 9:55,12567,Templation Soft Cat Treats,23084,556507,1,12.48,12.48
6/13/2021 10:36,14911,Pet Hair Remover,23203,556510,2,24.96,12.48
6/13/2021 10:36,14911,ProBiotic Supplements for Dogs,79321,556510,1,34.5,34.5
6/13/2021 10:36,14911,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,556510,1,76.5,76.5
6/13/2021 10:36,14911,Templation Soft Cat Treats,23084,556510,1,12.48,12.48
6/13/2021 10:44,14688,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,556512,1,12.48,12.48
6/13/2021 10:45,,Earth Rated Dog Poop Bags,85099B,556515,1,24.78,24.78
6/13/2021 10:45,,Indoor Pet Camera,22502,556513,1,64.74,64.74
6/13/2021 10:45,,Indoor Pet Camera,22502,556515,1,64.74,64.74
6/13/2021 10:45,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,556515,1,24.78,24.78
6/13/2021 10:45,,Sheba Perfect Portions Pat Wet Cat Food,22197,556515,1,9.78,9.78
6/13/2021 10:46,,Indoor Pet Camera,22502,556516,1,64.74,64.74
6/13/2021 10:52,12481,Pet Hair Remover,23203,556517,9,112.32,12.48
6/13/2021 11:10,14177,Dog and Puppy Pads,85123A,556520,1,17.7,17.7
6/13/2021 11:10,14177,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,556520,1,29.7,29.7
6/13/2021 11:10,14177,Sheba Perfect Portions Pat Wet Cat Food,22197,556520,2,10.2,5.1
6/13/2021 11:33,16205,Pet Hair Remover,23203,556527,1,12.48,12.48
6/13/2021 11:33,16205,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,556527,1,29.7,29.7
6/13/2021 11:33,16205,Sheba Perfect Portions Pat Wet Cat Food,22197,556527,1,5.1,5.1
6/13/2021 11:33,16205,Templation Soft Cat Treats,23084,556527,1,12.48,12.48
6/13/2021 11:36,13269,Canned Cat Food,21137,556528,1,22.5,22.5
6/13/2021 11:36,13269,Earth Rated Dog Poop Bags,85099B,556528,2,24.96,12.48
6/13/2021 11:36,13269,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,556528,1,29.7,29.7
6/13/2021 11:36,13269,Sheba Perfect Portions Pat Wet Cat Food,22197,556528,2,10.2,5.1
6/13/2021 11:41,12714,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,556529,2,24.96,12.48
6/13/2021 11:41,12714,Templation Soft Cat Treats,23084,556529,4,42.96,10.74
6/13/2021 11:49,15491,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,556531,2,59.4,29.7
6/13/2021 12:19,15036,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,556534,1,76.5,76.5
6/13/2021 12:42,15845,Rechargeable Pet Nail Grinder,22960,556538,1,25.5,25.5
6/13/2021 12:52,13552,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,556541,5,62.4,12.48
6/13/2021 12:52,14719,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,556542,1,29.7,29.7
6/13/2021 13:13,13018,Purina Pro Plan Adult Sensitive Skin,23284,556571,1,47.7,47.7
6/13/2021 13:32,14667,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,556573,3,89.1,29.7
6/13/2021 13:32,14667,Purina Pro Plan Adult Sensitive Skin,23284,556573,1,47.7,47.7
6/13/2021 13:41,16209,Canned Cat Food,21137,556574,60,1220.4,20.34
6/13/2021 13:44,17027,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,556575,1,29.7,29.7
6/13/2021 14:13,12472,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,556578,1,76.5,76.5
6/13/2021 14:13,12472,Templation Soft Cat Treats,23084,556578,4,42.96,10.74
6/13/2021 14:16,15069,Pet Hair Remover,23203,556579,2,24.96,12.48
6/13/2021 14:16,15069,Purina Pro Plan Adult Sensitive Skin,23284,556579,1,47.7,47.7
6/13/2021 14:16,15069,Rechargeable Pet Nail Grinder,22960,556579,1,25.5,25.5
6/13/2021 14:16,15069,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,556579,1,76.5,76.5
6/13/2021 14:20,17719,UltraSound Dog Barking Deterrent,22720,556580,1,29.7,29.7
6/13/2021 14:29,17349,Purina Pro Plan Adult Sensitive Skin,23284,556596,1,47.7,47.7
6/13/2021 14:55,14841,Earth Rated Dog Poop Bags,85099B,556629,2,24.96,12.48
6/13/2021 14:55,14841,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,556629,4,49.92,12.48
6/13/2021 14:55,14841,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,556629,2,59.4,29.7
6/13/2021 14:55,14841,Rechargeable Pet Nail Grinder,22960,556629,1,25.5,25.5
6/13/2021 14:59,13999,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,556630,2,59.4,29.7
6/13/2021 14:59,13999,Pet Grooming Brush,20725,556630,2,19.8,9.9
6/13/2021 14:59,13999,Pet Hair Remover,23203,556630,2,24.96,12.48
6/13/2021 14:59,13999,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,556630,1,29.7,29.7
6/13/2021 15:09,16987,Dog and Puppy Pads,85123A,556632,1,17.7,17.7
6/13/2021 15:25,13505,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0,76.5
6/13/2021 15:30,,Canned Cat Food,21137,556636,1,44.76,44.76
6/13/2021 15:30,,Dog and Puppy Pads,85123A,556636,1,34.74,34.74
6/13/2021 15:30,,Earth Rated Dog Poop Bags,85099B,556636,1,24.78,24.78
6/13/2021 15:30,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,556636,1,64.74,64.74
6/13/2021 15:30,,Pet Grooming Brush,20725,556636,1,24.78,24.78
6/13/2021 15:30,,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,556636,1,64.74,64.74
6/13/2021 15:30,,Rechargeable Pet Nail Grinder,22960,556636,1,49.74,49.74
6/13/2021 15:30,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,556636,1,149.76,149.76
6/13/2021 15:44,13663,Purina Pro Plan Adult Sensitive Skin,23284,556641,1,47.7,47.7
6/13/2021 15:47,17236,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,556642,1,29.7,29.7
6/13/2021 16:06,17115,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0,76.5
6/13/2021 16:14,13012,Indoor Pet Camera,22502,,0,0,35.7
6/13/2021 16:26,15827,UltraSound Dog Barking Deterrent,22720,,0,0,29.7
6/13/2021 16:33,17841,Earth Rated Dog Poop Bags,85099B,556671,1,12.48,12.48
6/13/2021 16:33,17841,ProBiotic Supplements for Dogs,79321,556671,1,34.5,34.5
6/13/2021 16:33,17841,Purina Pro Plan Adult Sensitive Skin,23284,556671,1,47.7,47.7
6/13/2021 17:08,13742,UltraSound Dog Barking Deterrent,22720,556672,1,29.7,29.7
6/14/2021 8:03,13971,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,556680,2,59.4,29.7
6/14/2021 8:03,13971,Pet Hair Remover,23203,556680,2,24.96,12.48
6/14/2021 8:03,13971,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,556680,1,29.7,29.7
6/14/2021 10:00,14503,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,556685,1,29.7,29.7
6/14/2021 10:00,14503,Sheba Perfect Portions Pat Wet Cat Food,22197,556685,2,10.2,5.1
6/14/2021 10:49,14680,Earth Rated Dog Poop Bags,85099B,556714,34,365.16,10.74
6/14/2021 10:49,14680,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,556714,9,224.1,24.9
6/14/2021 11:22,17428,ProBiotic Supplements for Dogs,79321,556720,4,118.8,29.7
6/14/2021 11:23,15218,Earth Rated Dog Poop Bags,85099B,556721,4,49.92,12.48
6/14/2021 11:23,15218,Pet Hair Remover,23203,556721,4,49.92,12.48
6/14/2021 11:23,15218,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,556721,2,59.4,29.7
6/14/2021 11:23,15218,Purina Pro Plan Adult Sensitive Skin,23284,556721,2,81,40.5
6/14/2021 11:23,15218,Templation Soft Cat Treats,23084,556721,1,12.48,12.48
6/14/2021 11:25,18102,NexGard Chew for Dogs,82484,556723,18,518.4,28.8
6/14/2021 11:31,18102,NexGard Chew for Dogs,82484,556726,34,979.2,28.8
6/14/2021 11:33,17675,Dog and Puppy Pads,85123A,556727,6,91.8,15.3
6/14/2021 11:36,15719,Earth Rated Dog Poop Bags,85099B,556728,2,24.96,12.48
6/14/2021 11:36,15719,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,556728,1,29.7,29.7
6/14/2021 11:36,15719,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,556728,1,12.48,12.48
6/14/2021 11:36,15719,Pet Grooming Brush,20725,556728,1,9.9,9.9
6/14/2021 11:36,15719,Pet Hair Remover,23203,556728,1,12.48,12.48
6/14/2021 11:36,15719,UltraSound Dog Barking Deterrent,22720,556728,1,29.7,29.7
6/14/2021 11:37,13319,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0,76.5
6/14/2021 11:41,18283,Dog and Puppy Pads,85123A,556731,1,17.7,17.7
6/14/2021 11:41,18283,Earth Rated Dog Poop Bags,85099B,556731,1,12.48,12.48
6/14/2021 11:41,18283,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,556731,1,12.48,12.48
6/14/2021 11:41,18283,Pet Grooming Brush,20725,556731,1,9.9,9.9
6/14/2021 11:41,18283,Pet Hair Remover,23203,556731,1,12.48,12.48
6/14/2021 11:47,15039,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,556732,2,24.96,12.48
6/14/2021 11:47,15039,Pet Grooming Brush,20725,556732,1,9.9,9.9
6/14/2021 11:47,15039,Pet Hair Remover,23203,556732,2,24.96,12.48
6/14/2021 11:47,15039,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,556732,1,29.7,29.7
6/14/2021 11:47,15039,UltraSound Dog Barking Deterrent,22720,556732,1,29.7,29.7
6/14/2021 12:00,13476,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,556734,1,29.7,29.7
6/14/2021 12:09,15251,UltraSound Dog Barking Deterrent,22720,556751,4,102,25.5
6/14/2021 12:21,17243,Dog and Puppy Pads,85123A,556768,2,35.4,17.7
6/14/2021 12:21,17243,NexGard Chew for Dogs,82484,556768,1,47.7,47.7
6/14/2021 12:21,17243,Purina Pro Plan Adult Sensitive Skin,23284,556768,1,47.7,47.7
6/14/2021 12:24,14730,Pet Hair Remover,23203,556776,1,12.48,12.48
6/14/2021 12:24,14730,Purina Pro Plan Adult Sensitive Skin,23284,556776,1,47.7,47.7
6/14/2021 12:24,14730,Sheba Perfect Portions Pat Wet Cat Food,22197,556776,1,5.1,5.1
6/14/2021 12:24,14730,UltraSound Dog Barking Deterrent,22720,556776,1,29.7,29.7
6/14/2021 12:31,14426,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,556777,1,29.7,29.7
6/14/2021 12:31,14426,NexGard Chew for Dogs,82484,556777,1,47.7,47.7
6/14/2021 12:31,14426,UltraSound Dog Barking Deterrent,22720,556777,1,29.7,29.7
6/14/2021 12:45,16774,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,556779,1,29.7,29.7
6/14/2021 12:46,14524,Dog and Puppy Pads,85123A,556780,1,17.7,17.7
6/14/2021 12:46,14524,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,556780,1,76.5,76.5
6/14/2021 12:47,13384,Pet Odor Eliminator,84879,556781,6,60.84,10.14
6/14/2021 13:04,14871,Pet Hair Remover,23203,556782,1,12.48,12.48
6/14/2021 13:15,14461,Pet Odor Eliminator,84879,556784,3,30.42,10.14
6/14/2021 13:15,14461,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,556784,1,29.7,29.7
6/14/2021 13:15,14461,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,556784,1,76.5,76.5
6/14/2021 13:17,13408,UltraSound Dog Barking Deterrent,22720,556785,4,102,25.5
6/14/2021 13:40,15129,UltraSound Dog Barking Deterrent,22720,556788,1,29.7,29.7
6/14/2021 13:40,15129,UltraSound Dog Barking Deterrent,22720,556789,1,29.7,29.7
6/14/2021 14:49,17101,Sheba Perfect Portions Pat Wet Cat Food,22197,556797,2,10.2,5.1
6/14/2021 14:57,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,556803,8,517.92,64.74
6/14/2021 14:57,,Pet Grooming Brush,20725,556803,3,89.28,29.76
6/14/2021 14:57,,ProBiotic Supplements for Dogs,79321,556803,1,74.76,74.76
6/14/2021 14:57,,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,556803,3,194.22,64.74
6/14/2021 14:57,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,556803,1,149.76,149.76
6/14/2021 15:14,15125,Sheba Perfect Portions Pat Wet Cat Food,22197,556804,17,73.44,4.32
6/14/2021 15:14,15125,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,556804,1,76.5,76.5
6/14/2021 15:45,17749,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,556808,3,89.1,29.7
6/14/2021 15:45,17749,Purina Pro Plan Adult Sensitive Skin,23284,556808,1,47.7,47.7
6/14/2021 15:45,17749,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,556808,1,76.5,76.5
6/14/2021 17:25,,Canned Cat Food,21137,556812,1,44.76,44.76
6/14/2021 17:25,,Earth Rated Dog Poop Bags,85099B,556812,1,24.78,24.78
6/14/2021 17:25,,Indoor Pet Camera,22502,556812,1,64.74,64.74
6/14/2021 17:25,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,556812,1,34.74,34.74
6/14/2021 17:25,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,556812,1,64.74,64.74
6/14/2021 17:25,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,556812,1,24.78,24.78
6/14/2021 17:25,,Pet Grooming Brush,20725,556812,1,24.78,24.78
6/14/2021 17:25,,Pet Hair Remover,23203,556812,1,24.78,24.78
6/14/2021 17:25,,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,556812,1,64.74,64.74
6/14/2021 17:25,,Rechargeable Pet Nail Grinder,22960,556812,1,49.74,49.74
6/14/2021 17:25,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,556812,2,153,76.5
6/14/2021 17:25,,UltraSound Dog Barking Deterrent,22720,556812,1,64.74,64.74
6/14/2021 17:28,,Dog and Puppy Pads,85123A,556813,1,34.74,34.74
6/14/2021 17:28,,Earth Rated Dog Poop Bags,85099B,556813,1,24.78,24.78
6/14/2021 17:28,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,556813,1,24.78,24.78
6/14/2021 17:28,,Pet Hair Remover,23203,556813,1,24.78,24.78
6/14/2021 17:28,,ProBiotic Supplements for Dogs,79321,556813,1,74.76,74.76
6/14/2021 17:28,,Sheba Perfect Portions Pat Wet Cat Food,22197,556813,1,9.78,9.78
6/14/2021 17:28,,Templation Soft Cat Treats,23084,556813,1,24.78,24.78
6/15/2021 8:36,14852,Dog and Puppy Pads,85123A,556815,2,35.4,17.7
6/15/2021 8:36,14852,Earth Rated Dog Poop Bags,85099B,556815,2,24.96,12.48
6/15/2021 8:36,14852,Pet Grooming Brush,20725,556815,2,19.8,9.9
6/15/2021 8:36,14852,Pet Odor Eliminator,84879,556815,4,40.56,10.14
6/15/2021 9:01,12437,Pet Grooming Brush,20725,556816,2,19.8,9.9
6/15/2021 10:21,12682,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,556819,1,29.7,29.7
6/15/2021 10:21,12682,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,556819,2,59.4,29.7
6/15/2021 10:21,12682,Templation Soft Cat Treats,23084,556819,16,171.84,10.74
6/15/2021 10:22,,Dog and Puppy Pads,85123A,556821,1,39.78,39.78
6/15/2021 10:22,,Indoor Pet Camera,22502,556821,1,64.74,64.74
6/15/2021 10:22,,Sheba Perfect Portions Pat Wet Cat Food,22197,556821,1,9.78,9.78
6/15/2021 10:22,12682,Pet Hair Remover,23203,556820,2,24.96,12.48
6/15/2021 10:24,,Dog and Puppy Pads,85123A,556823,1,39.78,39.78
6/15/2021 10:24,,Earth Rated Dog Poop Bags,85099B,556825,1,24.78,24.78
6/15/2021 10:24,,Indoor Pet Camera,22502,556825,1,64.74,64.74
6/15/2021 10:24,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,556825,1,24.78,24.78
6/15/2021 10:25,,Earth Rated Dog Poop Bags,85099B,556826,2,49.56,24.78
6/15/2021 10:25,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,556826,2,49.56,24.78
6/15/2021 10:25,,Purina Pro Plan Adult Sensitive Skin,23284,556826,1,94.74,94.74
